repo_names,name,react_1,react_3,react_5,react_6,react_7,react_9,react_11,react_12,react_14,react_23,react_26,react_30,react_31,react_36,react_43,react_54,react_59,react_67,react_70,react_72,react_73,react_74,react_78,react_79,react_80,react_81,react_84,react_89,react_94,react_97,react_99,react_101,sustainability_score
ultralytics/ultralytics,ultralytics,True,1,True,True,0,False,0,True,18.67385101010101,0,False,True,1,0,1,3,1,0,True,3.4,True,False,True,1,0.6000000000000001,True,2.5,False,False,True,0,True,79.9233
QuivrHQ/quivr,quivr,True,1,True,True,0,False,0,False,38.84313822751323,0,False,False,1,0,1,4,1,0,True,4.076923076923077,True,False,False,1,0.4,True,0.0,False,True,True,0,False,65.6463
deepspeedai/DeepSpeed,DeepSpeed,True,3,True,True,2,False,0,True,97.09416020671834,0,True,True,1,0,1,2,1,0,True,4.0769230769230775,True,False,True,1,0.8,True,0.0,False,False,True,1,False,79.7479
freqtrade/freqtrade,freqtrade,True,1,True,True,1,True,0,True,5.752372076023392,0,False,True,1,0,2,4,1,0,True,3.2857142857142856,False,False,True,1,0.6000000000000001,True,2.75,True,False,True,1,True,79.9233
LAION-AI/Open-Assistant,Open-Assistant,False,3,True,True,0,False,0,True,63.0495462962963,0,True,False,1,1,2,4,1,0,True,3.8571428571428568,True,False,True,1,0.6000000000000001,True,3.75,False,True,True,1,True,38.6033
gto76/python-cheatsheet,python-cheatsheet,False,2,True,True,0,False,0,False,122.71543650793652,0,False,False,0,0,1,3,1,0,False,3.2,False,False,False,1,0.4,True,0.0,False,False,True,1,False,34.9098
OpenBB-finance/OpenBB,OpenBB,True,1,True,True,1,False,0,False,97.2105864197531,0,True,True,1,0,1,3,1,0,False,4.5,True,False,True,1,0.5,True,0.0,False,True,True,1,True,72.1603
gradio-app/gradio,gradio,True,3,True,True,1,True,0,True,37.71410692951016,0,False,True,1,0,2,3,1,0,False,4.2,True,False,True,1,0.7000000000000001,True,2.75,True,False,True,1,False,79.9123
0voice/interview_internal_reference,interview_internal_reference,False,1,True,False,0,False,0,False,129.6658253968254,0,False,False,0,0,1,2,1,0,False,0.0,False,False,False,1,0.4,True,0.0,False,False,False,1,False,23.0596
TencentARC/GFPGAN,GFPGAN,True,1,False,True,0,False,0,False,651.369742063492,0,False,True,1,0,1,3,1,0,False,3.7,True,False,True,1,0.6000000000000001,True,0.0,True,True,True,0,False,12.6163
satwikkansal/wtfpython,wtfpython,False,1,True,True,0,False,0,False,445.25450854700847,0,False,True,1,0,1,4,1,0,True,4.0,True,False,False,1,0.5,True,1.5,False,True,True,1,True,21.9611
